StartDate	EndDate	Status	IPAddress	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	LocationLatitude	LocationLongitude	DistributionChannel	UserLanguage	Consent	QID1	Q7_1	Q7_2	Q7_3	Q7_4	Q7_5	Q7_6	Q7_7	Q7_8	Q16	ResponseID	RandomID
2022-04-25 16:33:38	2022-04-25 16:34:32	IP Address	208.218.231.226	100	54	TRUE	2022-04-25 16:34:33	R_8oahOVMyRkh48Mh					39.9703	-75.0617	anonymous	EN	I consent, continue	Very Interested	Several times a day	About once a day	A few days a week	A few days a week	Several times a day	Several times a day	Several times a day	About once a day		R_8oahOVMyRkh48Mh	592249
2022-04-25 16:34:23	2022-04-25 16:34:40	IP Address	212.162.150.8	100	16	TRUE	2022-04-25 16:34:40	R_2z8cecw5iK5zmD2					41.8777	-87.6376	anonymous	EN	I consent, continue	Slightly Interested		Several times a day	Never		Less often	Never		About once a day		R_2z8cecw5iK5zmD2	126836
2022-04-25 16:34:21	2022-04-25 16:35:09	IP Address	65.31.180.86	100	47	TRUE	2022-04-25 16:35:09	R_1mQPpF4odKYY5t3					42.8895	-87.9074	anonymous	EN	I consent, continue	Very Interested	Never	Never	Never	About once a day	Less often	About once a week	A few days a week	Less often		R_1mQPpF4odKYY5t3	746119
2022-04-25 16:37:17	2022-04-25 16:37:57	IP Address	70.179.46.77	100	40	TRUE	2022-04-25 16:37:57	R_sduDqQJqa66ULqp					32.7638	-117.07	anonymous	EN	I consent, continue	Moderately interested	A few days a week	Less often	A few days a week	About once a day	A few days a week	A few days a week	A few days a week	A few days a week		R_sduDqQJqa66ULqp	839693
2022-04-25 16:42:46	2022-04-25 16:43:45	IP Address	71.232.130.176	100	58	TRUE	2022-04-25 16:43:45	R_qVpGDSjFJTmMEBH					42.7578	-71.4699	anonymous	EN	I consent, continue	Very Interested	Several times a day	About once a week	About once a day	Several times a day	A few days a week	Several times a day	A few days a week	About once a day		R_qVpGDSjFJTmMEBH	310453
2022-04-25 16:43:56	2022-04-25 16:44:56	IP Address	154.7.226.155	100	59	TRUE	2022-04-25 16:44:56	R_6lLyU5SjdZxRq2l					47.6034	-122.3414	anonymous	EN	I consent, continue	Interested	About once a week	Less often	A few days a week	About once a week	A few days a week	About once a week	A few days a week	About once a week		R_6lLyU5SjdZxRq2l	672355
2022-04-25 16:45:42	2022-04-25 16:49:02	IP Address	208.218.229.160	100	199	TRUE	2022-04-25 16:49:02	R_9ojxNLX6aVRrVw5					40.5175	-74.3991	anonymous	EN	I consent, continue	Moderately interested	Less often	Never		Never	Less often		Never			R_9ojxNLX6aVRrVw5	699841
2022-04-25 16:53:27	2022-04-25 16:54:04	IP Address	174.250.40.8	100	37	TRUE	2022-04-25 16:54:04	R_2dzk8GCeH6Corr0					37.751	-97.822	anonymous	EN	I consent, continue	Very Interested	Never	Never	A few days a week	About once a day	Never	Less often	About once a week	About once a week		R_2dzk8GCeH6Corr0	144687
2022-04-25 16:51:10	2022-04-25 16:54:54	IP Address	208.218.230.204	100	223	TRUE	2022-04-25 16:54:54	R_XSb5CZIq6fwpPod					39.9703	-75.0617	anonymous	EN	I consent, continue	Interested	About once a day	A few days a week	Less often	About once a week	A few days a week	About once a week	Never			R_XSb5CZIq6fwpPod	215969
2022-04-25 16:55:19	2022-04-25 16:58:21	IP Address	75.182.175.5	100	182	TRUE	2022-04-25 16:58:22	R_1i9upRVI7ewkd0r					36.1219	-79.7777	anonymous	EN	I consent, continue	Interested	About once a week	Never	A few days a week	Several times a day	Never	Never	A few days a week	A few days a week		R_1i9upRVI7ewkd0r	965100
2022-04-25 17:08:56	2022-04-25 17:09:57	IP Address	172.56.30.21	100	60	TRUE	2022-04-25 17:09:57	R_2trInXq22NwkqiH					34.2278	-118.442	anonymous	EN	I consent, continue	Interested	Less often	Less often	Never	About once a day	Less often	Less often	Several times a day	Less often		R_2trInXq22NwkqiH	870282
2022-04-25 17:20:25	2022-04-25 17:21:12	IP Address	91.196.220.104	100	47	TRUE	2022-04-25 17:21:12	R_urdqKs4lD8dIRsR					34.0544	-118.244	anonymous	EN	I consent, continue	Slightly Interested	A few days a week	Never	Never	A few days a week	About once a day	About once a week	About once a week	A few days a week		R_urdqKs4lD8dIRsR	420662
2022-04-25 17:22:14	2022-04-25 17:22:52	IP Address	108.219.12.36	100	38	TRUE	2022-04-25 17:22:53	R_2YtZ148UpsgBqBk					36.9102	-121.7564	anonymous	EN	I consent, continue	Moderately interested	About once a day	Less often	Never	About once a day	About once a week	About once a week	About once a week	A few days a week		R_2YtZ148UpsgBqBk	628956
2022-04-25 17:32:07	2022-04-25 17:33:27	IP Address	69.254.172.132	100	80	TRUE	2022-04-25 17:33:28	R_1OMFiLCBxvvx8Kv					30.4908	-84.3158	anonymous	EN	I consent, continue	Interested	About once a week	Several times a day	A few days a week	About once a day	About once a day	About once a day	Several times a day	A few days a week		R_1OMFiLCBxvvx8Kv	941653
2022-04-25 17:34:41	2022-04-25 17:36:02	IP Address	199.114.218.110	100	80	TRUE	2022-04-25 17:36:02	R_eb5Dja8KNtUQNlD					40.1104	-83.1131	anonymous	EN	I consent, continue	Interested	Several times a day	Several times a day	Several times a day	Several times a day	Several times a day	Several times a day				R_eb5Dja8KNtUQNlD	478193
2022-04-25 17:36:01	2022-04-25 17:36:31	IP Address	76.219.107.229	100	29	TRUE	2022-04-25 17:36:31	R_Y3NqLtTxIXNTLyh					40.1104	-83.1131	anonymous	EN	I consent, continue	Interested	About once a day	About once a day	Never	Several times a day	Never	Never	Never	About once a week		R_Y3NqLtTxIXNTLyh	826832
2022-04-25 17:38:14	2022-04-25 17:41:07	IP Address	172.14.118.218	100	172	TRUE	2022-04-25 17:41:07	R_21oBxFMWCPiPA1o					34.137	-118.2376	anonymous	EN	I consent, continue	Interested	Less often	Less often	About once a week	Several times a day	Never	About once a day	A few days a week	About once a week		R_21oBxFMWCPiPA1o	206182
2022-04-25 17:47:14	2022-04-25 17:47:36	IP Address	208.218.224.124	100	22	TRUE	2022-04-25 17:47:36	R_2ON4yRrg8EeFnnW					40.8023	-73.7329	anonymous	EN	I consent, continue	Very Interested	Never	Less often	About once a week	Less often	About once a week	A few days a week	About once a week	Less often		R_2ON4yRrg8EeFnnW	157002
2022-04-25 17:40:02	2022-04-25 17:48:12	IP Address	76.176.170.139	100	489	TRUE	2022-04-25 17:48:12	R_1n1Gh57iNax4eGp					34.1027	-118.2231	anonymous	EN	I consent, continue	Slightly Interested	Never	Never	Never	Less often	Never	About once a day	Less often	Less often		R_1n1Gh57iNax4eGp	230232
